id,udes,ades,ds
9858,We are looking for health care products and services companies in dental| animal health and helping medical practitioners.,NULL,2
9857,We are looking for health care products and services companies globally in dental| animal health and helping medical practitioners. We are mainly looking at healthcare products distributors| healthcare software| practice management etc.,NULL,2
9856,We are mainly looking at healthcare products distributors| healthcare software| practice management etc.,NULL,2
9855,Leading specialty CRO providing clinical laboratory testing services in immune monitoring.  It is seeking to diversify and expand its current business by acquiring companies offering complementary laboratory services primarily focused on clinical testing as well as analytical services for biologics manufacturing process development and characterization.Complementary Clinical Immunology and Biomarker Offerings:Diversify current immune monitoring offering by adding complementary technologies that support analytical services for vaccines (human/animal)| immuno-oncology| auto-immune| infectious diseases| metabolic and CNS diseases. Services could include but are not limited to immunogenicity| serology| systems biology| and complementary omics (e.g. genomics| metabolomics and lipidomics).Biologics Manufacturing: Expand on current MS-based host cell protein and pharmacokinetic analytical offerings to provide a more comprehensive suite of assays for the characterization of pre-clinical through to commercial stage biologics/biosimilars. Services of interest include immunogenicity| physicochemical characterization| stability and other bioanalytical methods supporting preclinical to commercial biologic manufacturing.Other services: Grow current services in biostatistics| bioinformatics| clinical data analysis and reporting.,NULL,2
9854,We are seeking tier 1  automotive suppliers that are supplying components directly to the original equipment manufacturer (OEM).,NULL,2
9852,We are looking for pharma companies or drugs for acquisition. Not looking for too early stage opportunities. Prefer mid clinical stage drug development opportunities. Flexible regarding the specialties. However| prefer - metabolic| cardiovascular| ophthalmology| oncology| antibiotics etc.,NULL,2
9839,Interested primarily in acquiring natural gas suppliers/marketers as well as energy services companies.Not interested in Oil related companies.,NULL,2
9838,Headquartered in Europe| this company provides cloud services for various businesses in Italy and internationally. It offers hybrid| hosted private| and public cloud services; cloud services for critical applications; business continuity and disaster recovery services; cyber security services; technology migration programs; digital business transformation services; and services desk and desktop management solutions. RequirementThe target company should provide services as: Private or Hybrid Cloud| Public Cloud| Infrastructure as a Service| or| Hosting| or SAP Hosting| SAP Cloud. SAP Hana Cloud| Housing/Colocation.,NULL,2
9828,Headquartered in NA| the company is a global leader in the design and implementation of coalition loyalty programs| customer analytics and loyalty services for companies across different sectors.RequirementCurrently it is looking to acquire companies to compliment/facilitate its existing services:Retail AnalyticsCategory ManagementPricing and Promotions - Programs and activitiesLoyalty Programs and StrategyCustomer Centric Analytics,NULL,2
9826,Headquartered in Asia| this group has business interests in Asia| Africa and a few regions of Europe. It has a vast portfolio that covers various sectors like consumer goods| food| energy| financial services etc.RequirementFor it's current acquisition requirement| the company is looking at manufactures and distributors for food and consumer products:- Consumer goods distribution companies- Companies involved in local manufacturing and distribution- Retailers (Not a priority),NULL,2
9825,With it's headquarters in Asia| this company is a global leader in the housing and building industry and owns well known brands that are into designing| manufacturing smart tech sanitary wares.RequirementThis current requirement is to acquire manufacturers of ceramics/ ceramic ware that finds application in bathroom and kitchen ware. For instance washbasins| toilets etc. Manufacturers of tiles/tableware to be excluded.The prefered EBITDA margin is a min of 10% for these acquisitions.,NULL,2
9824,Headquartered in Asia| this company is a global leader in the sanitary ware industry with a multi-brand| multi-category| multi-channel sales platform across different regions.It has well established global brands that are known for quality and innovation.RequirementThe company is looking at acquisition targets within the same space| i.e companies that provide sanitary ware designs and technologies that help in reduction of water consumption as well as aim at improving the consumers' lives| health and comfort.This water technology finds application in water flow management| smart water applications| smart filtration taps/applications etc.The preferred EBITDA margin is a min of 6%.,NULL,2
9823,Headquartered in Europe| this is a global player in the oil and energy industry with footprints in almost 140 countries. RequirementThe current requirement is to target acquisitions in Brazil| within the same space :Exploration & Production| Upstream| Midstream| Refining| Trading| Shipping| Marketing| Energy| Crude Oil| Petroleum| Petrochemicals| Renewable Energy etc.Other requirements include developing terminals like energy terminals| gas capacity terminals| oil distribution etc.,NULL,2
9821,Headquartered in Europe| the company is one of the leading brands in the speciality chemicals market| and leader in market segments including coatings| construction| technical textiles| paper and synthetic latex gloves.RequirementThe company is looking at bolt on acquisitions| targeting businesses in the same space: manufacturers and suppliers of specialty chemicals; Acrylic and Vinyl emulsions polymers| speciality polymers and Styrene-Butadiene and Acrylonitrile-Butadiene latex etc. These find use in the following industries/products: 1)construction and coatings 2)paint and lacquer3)Construction chemistry4)Construction adhesives,NULL,2
9818,Headquartered in USA| this company provides recreational facilities and services with a focus on adventure lifestyle.RequirementThe company is looking to acquire other companies in operating in the same domain that provide facilities and services for leisure| travel and outdoor activities. This could include different types of resorts like mountain resorts| companies that set up camping tours| destination management company| travel retail and wholesale and tour operating companies.,NULL,2
9814,Based out of North America| this is a design| engineering| construction and maintenance service company. It offers a full-service suite of offerings : underground construction| aerial construction| inventory management and technical services including fibre splicing and testing.RequirementCompany is interested in companies providing the following four core areas of service in the telecom| power transmission| municipal and engineering space:1) UNDERGROUND CONSTRUCTION - Directional Drilling| Hydro Excavation| Traditional Open Trench Installation| Manhole Rebuilds & New Installation Vaults| Chambers & Handwell Installation| Existing Structure Blockage Repair and Placing of Cables 2) AERIAL CONSTRUCTION - Pole Installation & Removals: Place New Strand| Lash & OverLash Cables| Place Anchors & Down-Guys| 3rd Party Pole Changes & Forced Moves and Cable Removal & Scrapping  3) TECHNICAL SERVICES - Fibre for Multiple Dwelling Units (Fibre to the Building: FTTB & Fibre to the Suite: FTTS)| Provide Full Technical Design| Lay Out and Upgrading| Segmentation & Node Splitting| Fiber Splicing & Testing4) ENGINEERING SERVICES – Civil & IndustrialGeography -All provinces in Canada with the exception of Quebec; Manitoba and BC markets will be preferred; US : Texas (San Antonio| Houston| and Dallas/Ft Worth)| California (Irvine area)| Boston and New York.,NULL,2
9813,Looking for companies in production and distribution of hinges| locks and fastenings for doors as well as tempered glass panels for internal and external applications globally.,NULL,2
9812,Headquartered in Europe| this is a global pharmaceutical company that works towards aiding patients who are suffering with severe diseases. RequirementThe company is looking at partnering or acquiring technology solutions in the pharmaceutical and biotech spaces. It is interested in companies that would provide technology solutions to help the patients suffering from neurological diseases like " Epilepsy" or "Parkinson's disease". These solutions could be in the form of a device/ platform/analytics etc that either help in the diagnosis or cure of the mentioned diseases or in the discovery and development of new medicines.,NULL,2
9811,This Korea based semiconductor company designs and manufactures analog and mixed-signal semiconductor products. It's products are mainly used for high volume consumer applications.RequirementThe company is looking to acquire similar semiconductor companies that design and manufacture mixed signal and analog semiconductor platform solutions. It is interested in products that find application for communications| Internet of Things (“IoT”) applications| consumer| industrial and automotive applications. 1) Display Solutions : For major suppliers of large and small rigid and flexible panel displays|mobile| automotive applications and home appliances2) Power Solutions : For power management in communications| consumer and industrial applications3) Mixed Signal Services and Technology : Including power| high-voltage| non-volatile memory and Radio Frequency (“RF”) for Integrated Device Manufacturer (“IDM”) semiconductor companies that primarily serve communications| IoT| consumer| industrial and automotive applications,NULL,2
9810,Europe based conglomerate| with over 120 group companies| is looking to invest up to SEK 3 billion over the next 18 months. It has 3 different business areas : distribution of dental products| manufacturing of demolition robots and attachments for excavators and cranes and systems solutions provider.RequirementThe company is looking to acquire companies both in the distribution and the manufacturing space. It is interested in the following tools and equipments :-Dental materials and equipment-Demolition robots and attachments for excavators and cranes-Interiors for Vehicles-Construction Materials like electrical supplies-Contract Manufacturing-Environmental Technology-Sawmill EquipmentThe companies should also have the following characteristics:ROCE >50%EBITA margin above 15%Stable operationsLeader in its market nicheAn attractive position in the value chain with independence from single suppliers or customersNo or limited exposure to technology risks,NULL,2
9809,We are looking for companies in optical transceivers| silicon photonics and other related optical subsystems. That offers optical interconnect solutions like optical fiber cable for customers in the field of cloud computing| data centers| data communication| long-distance transmission| and wireless access.,NULL,2
9808,Headquartered in the United States| this company works in the space of medical technology| devices| biomedical engineering to provide facilities/services| appliances that improve human health in terms of alleviating pain| restoring health etc.RequirementThe current requirement is to acquire companies in the healthcare tools and services sector that provide services and therapies for cardiac issues| pain management| spinal ailments| diabetes| surgery| brain related issues etc.It can also consider diagnostic centres that treat minor cardiovascular diseases or help patients in diabetes management.The company is also interested in healthcare technology platforms that are service oriented.Preferred EBITDA margin : 25%,NULL,2
9806,China based| this is a talent solutions provider that provides multiple recruitment services for mid to senior level positions| technical positions and temporary or permanent staffing requirements.RequirementIt is looking at acquisitions in USA| Europe and South East Asian countries within the same spectrum.- Recruitment process outsourcing (RPO)- Permanent Staffing- Temporary Staffing- Talent Acquisition Consulting Services- Recruitment Training- Campus Recruitment and Employer Branding,,2
9805,Headquartered in the United States| this is one of the leading contract research organisations that provides consulting on the biopharmaceutical product from discovery through post approval. It's clients and partners include pharmaceutical| biotechnology| medical device| academic and government organisations.RequirementThe company is looking to acquire CROs in the United States that operate in the following domains :integrated drug development| laboratory and lifecycle management services| clinical development services to help in advanced drug research| full service CROs for Biotech companies| laboratory services.,,2
9802,Headquartered in USA| this is one of the largest companies operating in the beauty sector and has a global presence. It manufactures beauty products like fragrances| colour cosmetics and skin and body care products. RequirementThe company is looking to acquire other beauty and personal care products companies| on a global level with a focus on Fragrances|Cosmetics| Skin care| Hair care (salon hair colour and styling products) etc.,,2
9801,With it's headquarters in Europe| the company is a focussed building supplies and functions in heating technology| air-conditioning/ventilation technology| sanitary equipment| windows and external doors| profile systems and interior doors.RequirementIt is currently targeting companies in the same sector based out of Eastern or Central Europe that have the following business:1) Building technology - Heating Technology| Air-Conditioning and Ventilation Technology for residential| commercial and public buildings2)Doors- (steel and stainless steel profile systems for doors| windows and facades| used in fire and smoke protection as well as intruder- bullet-resistant system)3)Windows- (customised window systems made of wood| vinyl|aluminium as well as ventilation and shade solutions),,2
9800,Leading Travel service provider is looking to acquire majority stake in•	Tour Operating•	Travel retailing•	Travel wholesaling•	Destination Management Company•	Travel Technology•	Online marketing,,2
9798,Headquartered in the United States| this company is one of the major players in the e-mail security solutions space. It provides efficient and user friendly solutions for cyber security including data loss prevention| e-mail encryption etc.RequirementThe company is looking to acquire similar security software players in the cyber security space| that provide solutions like data loss prevention| threat protect| e-mail archiving| e-mail encryption and bring your own device mobile security. The industries in focus are primarily healthcare and finance.,,2
9797,With it's headquarters in Europe| the company is one of the global leaders in the specialty chemicals industry. It majorly caters to the following different segments : Nutrition and healthcare| resource efficiency| materials.RequirementIt has a global acquisition requirement in the specialty chemicals sector| with focus on:1) Nutrition & Care - For use in consumer goods for daily needs| and in animal nutrition and healthcare products2) Materials for environment-friendly and energy-efficient systems to the automotive| paints| coatings| adhesives3) Polymer materials and intermediates| mainly for the rubber| plastics and agriculture industries.4) Specialty additives used in car paints| among other applications.5) Adhesives and cross- linkers6) Silicas - Consumer goods ( used in toothpaste)Some of the industries in focus are - Adhesives & Sealants| agriculture| automotive| composites| Construction| food| medical technology| oil & gas| Pharma| pain and coatings| solar power etc.,,2
9796,Headquartered in Singapore| the company is a provider of customised solutions? in the telecommerce and teleconsulting industries. It aids multinational companies with highly efficient outsourced contact center services that help in customer retention and results in accelerated sales for the company.RequirementThe company is looking to acquire similar businesses in the offshore/ outsourced contact centre services segment in Asia| Latin America and that provide the following:- Recruitment and selection- Training and development- Coaching - Quality Assurance,,2
9795,Based out of Singapore| the company is into insurance and reinsurance for both mid to large sized corporates as well as public sector organisations.RequirementIt is focused on acquiring non life insurers with a large share of corporate insurance business (ie Marine| Aviation| Credit & Surety| Property| Casualty| Energy). Personal lines (Motor| PA/TA business) should be a relatively small share of the total book.,,2
9794,Based out of South Africa| this company provides retail solutions on an international level. Over the last many years| it has provided value to many huge brands by acting like a middleman between the retailer and the manufacturer| ensuring efficient in store merchandising| stock management| customer engagement and accurate data insights.RequirementIt is looking to acquire similar companies in the field of retail solutions| namely in the following categories:1)Field sales and retail execution : Stock management| Merchandising| Sales force| Point of purchase execution including measurement of key performance indicators in stores2)Facilitating Brand Activation : Brand building activations| Brand ambassador programs| Informal trade activations| Mystery shopper audits| In-store retailer programsPoint of sale management including distribution & installation3)Information Technology - Digital Tech companies : Providing market intelligence and data on pricing| availability| share of shelf and promotional effectiveness into a catalyst for innovation and transformation.Investment amount will be capped at USD 20 Mn for India and China and USD 30 Mn for Europe.,,2
9793,We are looking for specialty chemical companies that servicing to the industrial market. We are not interested in pharma and F&B oriented players. We are interested in high margin companies with applications in painting| coating| adhesive| carbon fibers| auto agrochemicals| O&G| Lubricants etc.,,2
9792,Based out of Australia| this company is one of the major providers of healthcare facilities and services| especially to people with disabilities. The company is primarily looking at acquisitions within the same sector| as described below:Requirement:It is mainly interested in the following business categories:Medical productsMobility devicesPersonal care products & services (disinfectants and cleaners| nutrition| skin care| syringes and needles)Products and services relevant to the aged care| disability and health care sectorsTraining businesses,,2
9789,Headquartered in the United States| the company provides end to end solutions and services for the pharmaceutical industry. This is facilitated by a full service CRO and data analytics services.RequirementIt is currently Looking for US based CROs preferably drawing major revenues from NA. The preferred company profile is as follows -1)At least 2-3 large pharma co accounts of >$10 mn order value each2)At least 15-20 mid pharmaco accounts of >$5mn each order value3)Excellent delivery record of >3 yrs and revenue visibility for the next 4)Repeat order. Client continuity in all Phases of trial5) Technology-backed delivery| leveraging advanced e-Clinical systems (i.e.| CTMS| EDC| analytical solutions like RBM- Risk based monitoring for clinical trials etc)| having own IP is an added advantage.6)Bio Similar capabilities,,2
9788,This company is a multi-discipline firm specializing in environmental| facilities| geotechnical| and materials services. It has more than 140 offices on a global level and is looking at acquisitions mainly for geographical expansions and to compliment its existing businesses.RequirementIt is currently targeting companies that are operating in either of the mentioned business areas - environmental| facilities| geotechnical and materials services.- Environmental services : Brownfields and Site Redevelopment| Environmental Management Systems| Environmental Site Assessments and Investigations| Industrial Hygiene and Occupational Safety| Natural Resources and NEPA Services| Solid Waste Planning and Design- Geotechnical Consulting Services : From drilling soil borings| running laboratory tests and delivering a report within a reasonable time frame : Expected Conditions| Subsurface Exploration| Laboratory Testing| Instrumentation|Construction Monitoring & Support- Materials Services : For construction materials inspections with state-of-the-art construction materials testing laboratories; Construction Quality Control and Quality Assurance Programs| Design and Review of Concrete| Grout| and Asphaltic Concrete MixesDiagnostic Investigation and Evaluation of In-place Materials| Diving Services| Field and Laboratory Testing and Analysis| On-site Observation and Monitoring- Facilities : Facility engineering including building enclosure condition assessments| MEP (mechanical| electrical and plumbing) consulting| engineering diagnostics| Property Condition Assessments/Facility Condition Assessments| Building Enclosure Consulting (Roofs| Walls| and Waterproofing),,2
9785,Headquartered in USA| the company is one of the leaders in providing management consulting| technology and engineering services to corporates| non profits and government organisations.RequirementThe company is looking at acquisitions in the fields of consulting| analytics| digital solutions| engineering and cyber solutions with a strong focus on the US markets. It is focused on capability plays of scale around software  development| engineering| NextG analytics and cyber in commercial/international and federal market opportunities:1)Consulting Services: For strategy development| organizational design| efficiency| transformation| strategic communications and human capital2)Analytics: Decision analytics (including operations research and cost estimation)| intelligence analysis (including all source analysis)|data science and machine intelligence.3)Digital Solutions: Development| designing and implementation of software development services| advanced analytics| cloud| and internet-of-things strategies.4)Cyber: Cyber risk management| cyber security 5)Engineering: Like network services and communications| data center operations| and data storage| reverse engineering| systems engineering and applications etc.The focus is on government markets with an opportunistic interest in relevant commercial opportunities as well.,,2
9784,We are looking for pet care products company in the US especialy for cats| dogs and all the small furry animals likes rabbits| guinea pigs| hamsters etc. We are looking for consumables manufacturing but not specifically in food. We focus on litter and bedding.,,2
9783,Headquartered in Europe| the company is an electrical components manufacturer with a focus on low voltage switchgear sector. It is involved in the business of designing| manufacturing as well as in selling electromechanical switch gear| used for both private and public distribution.RequirementThe company is looking to acquire similar businesses with a huge focus on the US markets. The companies could be involved in designing| manufacturing and marketing of:1)Products for the low voltage switchgear sector2)Solutions for disconnection and protection in low voltage applications3)Plastics Injection Moulding (thermosetting polymers and thermoplastic materials)4)Switch plug components for do-it-yourself - no volt coils| single parts and switch plug combinations| brake switches and controls| push button switches| motor protection switches| customised cam switches and DC switches etc.,,2
9776,This company is headquartered in the Middle East and provides cloud based solutions and services to various businesses. The company focuses on business management software solutions including ERP and CRM and assist businesses with their IT operational challenges.RequirementThe current requirement is to acquire companies / enter into partnerships in the same domain| to increase its market share and profitability. It is interested in companies that provide cloud productivity|  CRM solutions and ERP solutions that benefit domains like HR & Payroll| Finance| Electronic Document Management| Customer Relationships| Service Management etc. Target industries range from oil and gas| to healthcare| logistics| manufacturing| and education etc.,,2
9775,We look at Business process management asset in Healthcare insurance segment (capabilities in care management| payment integrity| analytics)| omni channel and digital engagement technology / capabilities for our Customer care business and efficiency improvement technologies / capabilities across businesses (machine learning| RPA| AI| analytics).,,2
9773,Based out of Middle East| this is a technology and services company operating in the Oil and Gas industry. Currently| the company provides the following services - Specialty Oil & Gas Field Services| Industrial/Power Boiler Services| Thermal Engineering Services| Mechanical Equipment & Specialty Chemicals Trading| General Plant Maintenance Contracting| focused on Re-Tubing & Rotating Equipment.RequirementIt is looking to acquire companies in the oil gas and energy space that are in the upstream (exploration and production) or downstream (processing| selling and distribution) business. It is also interested in companies that provide Specialty Oil & Gas Field Services and Industrial/Power Boiler Services. Companies that have a technological advantage in this domain will be preferred.,,2
9771,Headquartered in Europe this is a leading transport and logistics company that operates in contract logistics| warehousing| LTL - less than load : transportation of small freight| FTL : full truck load transportation| sea and air freight etc.RequirementThe company is looking at acquisitions as per the below mentioned:1)Road transportation and logistics : dry and fresh goods transportation| transportation of frozen goods in controlled temperatures ( excluding meat products)2)Contract logistics solutions including warehousing| unloading| picking| securing shipments and preparation for distribution| as well as additional services including labelling| foiling or preparing promotional sets.3)Sea and Air transportation servicesRegional focus : Will prefer companies from the Eastern European region,,2
9769,Based out of Europe| the company provides software development| engineering and consultancy services with 3D and Product Lifecycle Solutions being the focus.RequirementThe company is currently looking to acquire similar innovative enterprise software companies working in domains like| PLM - Product Lifecycle Management| operation manufacturing| marketing| after sales services| machine data| IOT| configuration management software| simulation applications etc. The industries of interest are : aerospace| architecture engineering| energy| utilities| Lifesciences| financial and business services| Hitech| industrial equipment| marine| transportation and mobility| consumer goods and services.,,2
9767,We are looking at specialties in gastro| cardio| diabetics and ortho,,2
9766,European provider of building technologies solutions including operation| automation| comfort| fire safety and security. These products and services are focused at optimising energy costs| reliability and comfort of both public and commercial buildings.RequirementThe company is looking at acquisitions within the same space| namely:1)Manufacturers of components| products and systems for efficient control of heating| ventilation and air conditioning (HVAC) systems.2)Monitoring| maintenance| modernization and efficiency optimization services for buildings and infrastructures3)Total Building Solutions : Consulting| planning| development and financing for turnkey integrated automation| including  security and fire safety solutions4)Security solutions : Intelligent video surveillance| access control and identity management including control center technology5)Building automation : Automation and HVAC products aimed at minimalised installation and operating costs6)Fire Safety : High quality fire safety products for early and reliable detection deception-proof alarming| evacuation processes as well as intelligent extinguishing7) Energy Efficiency : Products and consulting services for efficient consumption of energy leading to lower costs,,2
9765,With its headquarters in Europe| the company is in the business of manufacturing and selling pressure sensitive adhesive tapes for industrials. The company excels in pressure sensitive technologies and serves industries like transportation| electronics| automotive| building supply| industrial| appliances| paper and print.RequirementIt is looking to acquire companies in the same business; namely manufacturers of adhesives and adhesive tapes for the above mentioned industries. Some application examples are : mounting| injection| component marking| surface protection| secure transport| Wire harnessing| surface protection| furniture| doors| windows| adhesive solutions for solar energy| adhesive tapes for wind energy| chip bonding and card attachment solutions for smart cards etc.Companies with an EBITDA margin of min 7% will be preferred.,,2
9764,Headquartered in United Kingdom| the company is one of the leading providers of information services. It excels in building and using consumer data for various services like credit solutions| marketing solutions| consumer marketing based on demographic split| credit reports etc. across multiple sectors.RequirementThe company is looking at acquisitions to expand it's current businesses. The target companies could be the ones that provide data analytics solutions and platforms such as credit decisioning platforms| fraud prevention platforms and consumer credit decisioning platforms. These platforms are majorly used by banks and financial institutions in order to detect fraudulent activities and credibility of a consumer| e.g. : fraud and ID Verification| banks and card checks| credit risk reporting and scoring| consulting and analytics.,,2
9762,Italy based| this company is a provider of digital and software solutions for the global financial services industry. It aims to leverage on the digitalisation in the wealth management| investment banking| asset management industries.RequirementThe company is looking to acquire other companies providing software solutions to the financial services industry to grow it's existing portfolio and also to compliment it in terms of providing solutions to core banking platforms| banks| private banks| brokers etc.,,2
9757,We are looking for signaling and solar lighting solutions for infrastructure| both on land and waterways. We are interested in - Signals for Airfield Ground Lighting| Aviation Obstruction| Offshore Wind | Marine and Traffic markets;   Illumination for solar powered LED outdoor lights for municipal and commercial customers and Power segment serves both On-Grid and Off-Grid verticals like solar panels.We are involved in the following verticals and seek businesses that complement or compete in these areas:Marine (aids to navigation products and systems for coast guards| marine authorities| navies| and ports around the globe).Traffic & School Signals (flashing beacons for pedestrian crosswalk signals| school zone flashers| and 24-hr roadway beacons).Telematics (remote asset tracking and monitoring).Illumination (LED lighting for pathways| parking lots and streets - municipal and commercial).Airfield Ground Lighting (marking of runway and helipads at military and civilian airports).Aviation Obstruction Lighting (marking of hazards to air traffic| barricade lighting| way-finding| and railway “blue flag” protection).Offshore Wind Lighting (comprehensive safety and marking systems for offshore wind farms).,,2
9755,We are looking for ATM owner/operator and other services providers.,,2
9754,Headquartered in Germany| the company is one of the leading manufacturers of wires| cables| optical fibres and related systems for various industries.RequirementIt is looking to acquire companies that manufacture wires| cables and related electronic products that find application in auto and commercial vehicles| industrial solutions| electrical appliances and wires| conductors and copper solutions.1) Companies producing cables for power and data transmission2) Wire Harness and cable assembly for the automotive industry3) Related electronic products : connectors and network components like routers and switches.The EBITDA margin of the target companies has to be a minimum of 10%.,,2
9753,Headquartered in Germany| the Company is a leading cleaning equipment manufacturer with the worldwide presence in 65 countries. In the year 2016| the revenue of the Company is USD2.7Bn and is looking for targets worldwide in cleaning products such as high pressure cleaner| vacuum cleaner| electrical sweepers| electrical polisher and others. Target Company would have revenue up-to USD500m and positive EBITDA margin.,Headquartered in Germany| the Company is a leading cleaning equipment manufacturer with the worldwide presence in 65 countries. In the year 2016| the revenue of the Company is USD2.7Bn and is looking for targets worldwide in cleaning products such as high pressure cleaner| vacuum cleaner| electrical sweepers| electrical polisher and others. Target Company would have revenue up-to USD500m and positive EBITDA margin.,2
9751,Headquartered in the United States| the company is a provider of information technology solutions and software services with a focus on innovation. Currently it's expertise is in Data Warehousing| Quality Assurance| Java| Applications| and Networking.RequirementIt's acquisition targets consist of companies that provide IT solutions and software services; saas| cloud| IoT| software development| customer e- commerce| vertical market software| companies that operate on the IaaS model ( Infrastructure as a Service model) and companies providing applications like real-time systems| online systems| embedded systems| process control| transaction processing| image processing| data communications| networking| parallel architectures| e-commerce technologies and database management.The immediate requirement is in India| but can consider companies in USA as a secondary option.,,2
9750,We are looking for branded toy and entertainment companies that design| develop| manufacture| and market consumer products for children.Not looking at retailers.,,2
9748,Headquartered in the United States| the company is one of the leading providers of services and products (chemicals| equipments etc) to laboratories. It caters to the following customer base : pharmaceutical companies| biotechnology firms| industrial applications| education sector ( research scientists in academia)| government sector and healthcare industries.RequirementIt is currently looking at acquisitions in the below mentioned categories| with a min EBITDA margin of 15% :1) Manufacturers of Pharma and API products that are used as ingredients for making the drug2) Manufacturers of consumables ( disposable pipettes| beakers| disposable gloves| facemasks| test tubes etc.) and equipments that are used in manufacturing bio Pharma products. These products should preferably be of single use in nature.3) Clinical trial services - Suppliers of products and services used for clinical trials ; logistic services| storage facilities. (Commonly clinical trials evaluate new pharma products| medical devices (such as a new catheter)| biologics| psychological therapies| or other interventions).,,2
9747,Headquartered in the United States| the company is one of the leading providers of services and products (chemicals| equipments etc) to laboratories. It caters to the following customer base : pharmaceutical companies| biotechnology firms| industrial applications| education sector| government sector and healthcare industries.RequirementIt is currently looking to acquire companies/ distributors of laboratory chemicals| equipments and consumables ( pipettes| beakers| funnels| test tubes| autoclave accessories etc)  in the US and Europe markets. These companies should have a minimum EBITDA margin of 7%.,,2
9746,Headquartered in Germany| this company is a prominent player in the Food and Beverages sector with a special focus on confectionary products made by fruit processing. Some of the products include fruit purees| jams| fruit bars etc.RequirementThe company is looking to acquire primarily other F&B companies that are into fruit processing/ fruit preparations in the United States of America. It is also interested in businesses which would complement the fruit preparation business. For instance| confectionary businesses| flavour houses| companies involved in the production and processing of nuts| cereals| chocolate coated nuts etc.,,2
9744,Looking for companies that provide mining related products and services.,,2
9743,Looking for companies that provide mining related products and services.,,2
9742,Looking for provider of integrated Water| Energy| and Air solutions which add sustainable value  to our Customers| Owners| Employees and Communities. Products of interest:-Water TreatmentChemical Process Industry SolutionsDisinfection| Hygiene & SanitationDust Control TechnologiesFuel AdditivesMembrane SeparationsOdour Control,,2
9741,We are looking for agrochemical solution service provider like insecticides| fungicides| herbicides| adjuvants and plant nutritional products.,,2
9740,We are looking for agrochemical solution service provider like insecticides| fungicides| herbicides| adjuvants and plant nutritional products.,,2
