id,udes,ades,ds
13836,Canada based company| with revenue of US$ 9M| this company designs| manufactures| assembles| and ship premium| stylish furniture for the teleconferencing industry. The services includes in leveraging state-of-the-art automated production equipment| an extensive dealer network| and third-party logistics.Two world-class facilities combine for 100|000-square feet of manufacturing| assembly| and storage space. Top-of-the-line production equipment from tier-one OEMs are computer numerical control (“CNC”)-enabled.The company has steady financial performance with growing margins. The extensive dealer network of the company effectively outsources sales.,Canada based company| with revenue of US$ 9M| this company designs| manufactures| assembles| and ship premium| stylish furniture for the teleconferencing industry. The services includes in leveraging state-of-the-art automated production equipment| an extensive dealer network| and third-party logistics.Two world-class facilities combine for 100|000-square feet of manufacturing| assembly| and storage space. Top-of-the-line production equipment from tier-one OEMs are computer numerical control (“CNC”)-enabled.The company has steady financial performance with growing margins. The extensive dealer network of the company effectively outsources sales.,2
13835,Canada based| with revenue of US$ 5.14M(2018E)| this company offers fully managed| unified communications through a cloud-based| voice-over-IP (“VoIP”) solution| deployed over-the-top of existing client infrastructure. Supported by a suite of third-party software integrations| real-time dashboards| and premium hardware. The company provides enterprise-level capabilities and functionality to its small-and medium-sized clients.87% of revenue is generated from monthly subscriptions with 98% revenue retention. The global unified communications market is expected to reach US$96B by 2023| growing at a 13.2% CAGR. This growth is led by hosted CaaS deployments which offer a number of key advantages over traditional telecommunications systems.,Canada based| with revenue of US$ 5.14M(2018E)| this company offers fully managed| unified communications through a cloud-based| voice-over-IP (“VoIP”) solution| deployed over-the-top of existing client infrastructure. Supported by a suite of third-party software integrations| real-time dashboards| and premium hardware. The company provides enterprise-level capabilities and functionality to its small-and medium-sized clients.87% of revenue is generated from monthly subscriptions with 98% revenue retention. The global unified communications market is expected to reach US$96B by 2023| growing at a 13.2% CAGR. This growth is led by hosted CaaS deployments which offer a number of key advantages over traditional telecommunications systems.,2
13833,British Columbia based company| with revenue of US$ 6M| this company is engaged in specific trucking applications and equipment rental solutions such as Hauling|Truck units| & other rental items like office trailers| fuel tanks|storage tanks| cell booster towers| H2S scrubbers. The company is serving mainly in the Montney play| which is considered the best for economic fundamentals in the Western Canada Sedimentary Basin (“WCSB”). The company is consistently profitable| has strong regional reputation and proven customer base.NB: The buyer will need to sign a finder's fee agreement.,British Columbia based company| with revenue of US$ 6M| this company is engaged in specific trucking applications and equipment rental solutions such as Hauling|Truck units| & other rental items like office trailers| fuel tanks|storage tanks| cell booster towers| H2S scrubbers. The company is serving mainly in the Montney play| which is considered the best for economic fundamentals in the Western Canada Sedimentary Basin (“WCSB”). The company is consistently profitable| has strong regional reputation and proven customer base.,2
13832,British Columbia  based company| with revenue of US$ 21M| this company provide services like Fluid hauling (including crude oil to well batteries|clean oil to pipeline facilities| produced water to disposal facilities| fresh water| chemicals| invert hauling)| Vac trucks (straight and combo) & Steamers.The time| energy| and relationships for this market would require 4-5 years to develop which concludes of barrier to entry for new entrants. Major client contacts are built on a long history of successful work| giving a buyer access to decision makers to expand offerings. Revenue concentration has been improving over time. Like in 2015| three customers represented 47% in operating revenues| in 2016| four customers represented 40%.NB:The buyer would need to sign a finder's fee agreement.,British Columbia based company| with revenue of US$ 21M| this company provide services like Fluid hauling (including crude oil to well batteries|clean oil to pipeline facilities| produced water to disposal facilities| fresh water| chemicals| invert hauling)| Vac trucks (straight and combo) & Steamers.The time| energy| and relationships for this market would require 4-5 years to develop which concludes of barrier to entry for new entrants. Major client contacts are built on a long history of successful work| giving a buyer access to decision makers to expand offerings. Revenue concentration has been improving over time. Like in 2015| three customers represented 47% in operating revenues| in 2016| four customers represented 40%.,2
13824,US-based company| with revenue of US$ 52M| this company provides comprehensive staffing solutions such as temporary & fulltime placement| outsourcing & payroll services. The company combines the power of Internet with flexible workforce management solutions to produce improvements in acquiring and managing contingent| contract and part-time employees. It provides organizations with the ability to control staffing levels| improve employee performance| streamline administration| mitigate risk and typically reduce annual expenditures.75% of revenue is generated from the Healthcare staffing division and the remaining 25% is broken up between all other professional staffing services. It covers the spectrum from Physicians to Desktop Publishers| LPNʼs| Physical Therapist to Media Planners| Paralegals & RadTechs. The firm services many of the regionʼs leading Fortune 500 and middle market companies.,US-based company| with revenue of US$ 52M| this company provides comprehensive staffing solutions such as temporary & fulltime placement| outsourcing & payroll services. The company combines the power of Internet with flexible workforce management solutions to produce improvements in acquiring and managing contingent| contract and part-time employees. It provides organizations with the ability to control staffing levels| improve employee performance| streamline administration| mitigate risk and typically reduce annual expenditures.75% of revenue is generated from the Healthcare staffing division and the remaining 25% is broken up between all other professional staffing services. It covers the spectrum from Physicians to Desktop Publishers| LPN's| Physical Therapist to Media Planners| Paralegals & RadTechs. The firm services many of the region's leading Fortune 500 and middle market companies.,2
13821,US-based company| with revenue of  US$ 3M| this company focuses on telecommunications and its services include fiber optic infrastructure construction and directional boring. The company was founded in the mid-2000s to serve the underground construction industry.The two owners are open and flexible with deal structure. One is interested in the possibility of staying onboard for the next 2-3 years| to work closely with the new owner and take the Company to the next level. The other is looking to make a complete exit within 6-12 months.,US-based company| with revenue of US$ 3M| this company focuses on telecommunications and its services include fiber optic infrastructure construction and directional boring. The company was founded in the mid-2000s to serve the underground construction industry.The two owners are open and flexible with deal structure. One is interested in the possibility of staying onboard for the next 2-3 years| to work closely with the new owner and take the Company to the next level. The other is looking to make a complete exit within 6-12 months.,2
13820,US-based company| with revenue of US$ 4M| this company is engaged in the distribution of professional grade tools and supplies. The Company serves the agricultural and industrial markets| including (but not limited to) hardware and farm supply stores| feed stores| auto parts stores and industrial contractors.The owner is looking at a complete exit but would first like to assist a new owner in putting growth strategies in place and accelerating expansion of the business.,US-based company| with revenue of US$ 4M| this company is engaged in the distribution of professional grade tools and supplies. The Company serves the agricultural and industrial markets| including (but not limited to) hardware and farm supply stores| feed stores| auto parts stores and industrial contractors.The owner is looking at a complete exit but would first like to assist a new owner in putting growth strategies in place and accelerating expansion of the business.,2
13817,US-based company with revenue of US$ 37M| this company is a provider of facility maintenance| security guard| and event services.The Company offers interior services including complete janitorial programs and facility maintenance| as well as exterior services such as landscaping| snow management| and parking lot maintenance| to a number of recognizable regional and national clients. The company also provides comprehensive security solutions including armed and unarmed security officers| CCTV and access control systems| and event security for stadiums| arenas| and convention centers.Founded 112 years ago| the Company has provided exceptional service to an impressive list of major| multi-national retail and event service customers for decades and employs over 2|000 people across the country. The Company enjoys strong relationships with its customers| many of whom have been under contract for between 12 and 35 years.,US-based company with revenue of US$ 37M| this company is a provider of facility maintenance| security guard| and event services.The Company offers interior services including complete janitorial programs and facility maintenance| as well as exterior services such as landscaping| snow management| and parking lot maintenance| to a number of recognizable regional and national clients. The company also provides comprehensive security solutions including armed and unarmed security officers| CCTV and access control systems| and event security for stadiums| arenas| and convention centers.Founded 112 years ago| the Company has provided exceptional service to an impressive list of major| multi-national retail and event service customers for decades and employs over 2|000 people across the country. The Company enjoys strong relationships with its customers| many of whom have been under contract for between 12 and 35 years.,2
13816,US-based company with revenue of US$ 20M| this company is engaged in manufacturing and selling of modular structures that are fabricated around sea shipping containers and used for a variety of commercial and residential applications| including schools and affordable housing. The company has generated interest from other industries and enduses| including rapid deployment structures for disaster relief| military housing and similar applications. The Company’s pipeline of opportunities includes approximately $67 million of projects| with over $20 million of signed contracts| $33 million of projects awarded in competitive bidding processes| and $14 million of projects in the feasibility stage for which the Company is paid for design and engineering services.The Company is projecting it will generate approximately $20 million in annual revenue for 2018| with an upside potential in excess of $30 million| and is expecting to see a material improvement in margins. The Company believes it will be profitable in 2019 and has adequate substantiated demand to support the utilization of its manufacturing capability at its facility| estimated to exceed $100 million of revenue per year.,US-based company with revenue of US$ 20M| this company is engaged in manufacturing and selling of modular structures that are fabricated around sea shipping containers and used for a variety of commercial and residential applications| including schools and affordable housing. The company has generated interest from other industries and enduses| including rapid deployment structures for disaster relief| military housing and similar applications. The Company’s pipeline of opportunities includes approximately $67 million of projects| with over $20 million of signed contracts| $33 million of projects awarded in competitive bidding processes| and $14 million of projects in the feasibility stage for which the Company is paid for design and engineering services.The Company is projecting it will generate approximately $20 million in annual revenue for 2018| with an upside potential in excess of $30 million.,2
13797,US-based with $61 million in revenue| this is a boat designer| manufacturer and marketer. The company operates two distinct lines of business| an ultra-premium line and a value-oriented line| spanning the full spectrum of consumers. It sells through a highly trained and loyal network of domestic and international dealers. The company operates from a centralized corporate headquarters and manufacturing facility ideally situated with access to an ample and skilled workforce.The company continues to experience industry leading market share growth in key segments. Management believes the manufacturing facility is capable of significant output expansion without the need for additional capital expenditures.,US-based with $61 million in revenue| this is a boat designer| manufacturer and marketer. The company operates two distinct lines of business| an ultra-premium line and a value-oriented line| spanning the full spectrum of consumers. It sells through a highly trained and loyal network of domestic and international dealers. The company operates from a centralized corporate headquarters and manufacturing facility ideally situated with access to an ample and skilled workforce.The company continues to experience industry leading market share growth in key segments. Management believes the manufacturing facility is capable of significant output expansion without the need for additional capital expenditures.,2
13792,US-based with over $4 million in revenue (2017)| this is the leading streaming services provider in the collegiate athletics space. The company caters to 40% of the 1|300+ four-year schools in the major athletics organizations (NCAA and NAIA) and partnering with 32% of all collegiate conferences. It has more than 450 multi-year| exclusive client contracts and an average renewal rate of 95%. While its current client base consists largely of colleges and universities| the company is successfully marketing its services to other verticals and seeing traction in new| virtually untapped markets.In 2017| the company launched nearly 200 client-branded| over-the-top (OTT) apps for platforms such as Apple TV| Roku| Amazon Fire TV and Android TV| becoming one of just a small handful of streaming providers to offer this custom option. With a library of more than 70|000 events per year| nearly 35% of gross revenues are driven by pay-per-view subscriptions.,US-based with over $4 million in revenue (2017)| this is the leading streaming services provider in the collegiate athletics space. The company caters to 40% of the 1|300+ four-year schools in the major athletics organizations (NCAA and NAIA) and partnering with 32% of all collegiate conferences. It has more than 450 multi-year| exclusive client contracts and an average renewal rate of 95%. While its current client base consists largely of colleges and universities| the company is successfully marketing its services to other verticals and seeing traction in new| virtually untapped markets.In 2017| the company launched nearly 200 client-branded| over-the-top (OTT) apps for platforms such as Apple TV| Roku| Amazon Fire TV and Android TV| becoming one of just a small handful of streaming providers to offer this custom option. With a library of more than 70|000 events per year| nearly 35% of gross revenues are driven by pay-per-view subscriptions.,2
13791,US-based with $21 million in revenue (2017)| this is the largest non-emergency medical transportation provider in its geographic market. Operating 24/7/365| the company provides live operator response for patient transportation to and from a range of healthcare and medical facilities. It  provides sedans| wheelchair and stretcher vans to enable patient transportation. The company’s customer base includes hospitals| doctor's offices| clinics and rehabilitation facilities| managed care organizations| community-based providers| nursing homes and insurance agencies. Medicaid patients are major users and the company runs up to 1|800 trips a day for Medicaid patients alone. The company currently serves nine counties with a total population of 2.5 million people.,US-based with $21 million in revenue (2017)| this is the largest non-emergency medical transportation provider in its geographic market. Operating 24/7/365| the company provides live operator response for patient transportation to and from a range of healthcare and medical facilities. It provides sedans| wheelchair and stretcher vans to enable patient transportation. The company’s customer base includes hospitals| doctor's offices| clinics and rehabilitation facilities| managed care organizations| community-based providers| nursing homes and insurance agencies. Medicaid patients are major users and the company runs up to 1|800 trips a day for Medicaid patients alone. The company currently serves nine counties with a total population of 2.5 million people.,2
13790,US-based with $11 million in revenue| this is a company providing a wide array of data and video storage| backup disaster recovery products and services to corporations| government agencies and educational institutions. It is comprised of four synergistic divisions: a manufacturer of branded storage products| a distributor selling to re-sellers| and a re-seller selling to commercial end-users. In addition| the company has a high-margin service program that extends across all business segments. Its services include remote and on-site installations| training| systems integration| and annual support contracts.The company is unique in its ability to capture sales from two distinct customer bases: re-sellers (through its distribution division) and data-intensive end-users (via its value-added reselling division). It has 181 active accounts and added 25 new customers in 2017. Virtually all accounts become repeat customers.,US-based with $11 million in revenue| this is a company providing a wide array of data and video storage| backup disaster recovery products and services to corporations| government agencies and educational institutions. It is comprised of four synergistic divisions: a manufacturer of branded storage products| a distributor selling to re-sellers| and a re-seller selling to commercial end-users. In addition| the company has a high-margin service program that extends across all business segments. Its services include remote and on-site installations| training| systems integration| and annual support contracts.The company is unique in its ability to capture sales from two distinct customer bases: re-sellers (through its distribution division) and data-intensive end-users (via its value-added reselling division). It has 181 active accounts and added 25 new customers in 2017. Virtually all accounts become repeat customers.,2
13789,US-based with $4 million in revenue| this is a fast-growing business services company specializing in technology-enabled utility/"smart grid" analytics and consulting services. The company is at an inflection point where its clients and contracts are getting substantially larger| yielding much higher revenues & profits. 2018 revenues are on-track to be more than 2X 2017 revenues and current backlog of signed contracts is ~ $13 million. The company expects additional contracts signed in 2018 to be around $15-19 million.The "smart grid" is still in its early stages of deployment potential| indicating that there will be many more years of high demand for the company's offerings. Industry dynamics include rapid market growth| constant technological evolution| high market need| and a shortage of smart grid expertise at client companies| all of which make the Company's services critical with high profit margins. The Smart Grid Customer Analytics market segment (the Company's focus) is projected to grow by 4 X by 2021. Contracts are typically multi-year. Repeat business and add-ons are common. The company is now focusing increasingly on its high-margin| subscription-based Data Analytics & Maintenance business| which utilizes proprietary in-house tools & expertise and can be scaled. The company has diversified revenue sources with more than 20 current clients| which is expected to be 30+ by end of 2018.,US-based with $4 million in revenue| this is a fast-growing business services company specializing in technology-enabled utility/"smart grid" analytics and consulting services. The company is at an inflection point where its clients and contracts are getting substantially larger| yielding much higher revenues & profits. 2018 revenues are on-track to be more than 2X 2017 revenues and current backlog of signed contracts is ~ $13 million. The company expects additional contracts signed in 2018 to be around $15-19 million.,2
13787,Introduction:Project Kinetic represents a genuinely unique opportunity to acquire a global leader in bespoke solutions for mechanical handling and moving structures. Headquartered in the North of England| Kinetic is widely regarded as one of the leading providers of complex mechanical handling and lifting solutions to the UK nuclear sector. The application of its nuclear sector expertise to large scale| moving structure projects has been an outstanding success. The delivery of high profile stadia projects has led to a huge demand for Kinetic’s services| with unsolicited enquiries being received from leading stadia architects and consulting engineers across the globe.Key business highlights:Unrivalled global reputation in the development of highly innovative| design led engineering solutionsMarket leading position in the UK for providing complex mechanical handling and lifting technology to the nuclear industryHigh profile sports stadia projects have propelled Kinetic’s reputation to an international audience. Delivered and current projects include the design| manufacture and installation of:- two iconic retractable roofs for a renowned UK sports stadium- a ground-breaking retractable football pitch for a leading English Premier League teamLong-standing relationships with its global| blue-chip client base across a range of attractive industry sectors including nuclear| moving structures| defence| aerospace and marineHighly capable senior management team| supported by highly qualified| exceptionally skilled and experienced project delivery teamsFinancial highlights:Kinetic’s revenue and profits have grown rapidly in recent years| despite the shareholders’ conservative approach to growth High level of visibility for both FY18 outturn and FY19 forecast based on an exceptionally strong order book of c.£30m and a further pipeline of £50m+Huge potential for further growth| particularly in global stadia projects,Opportunity to invest in a UK-based leading provider of complex mechanical handling and lifting solutions for the UK nuclear sector.Company enjoys long-standing relationships with its global| blue-chip client base across a range of attractive industry sectors including nuclear| moving structures| defence| aerospace and marine.Revenue of US$40 mn and 20% of EBITDA margin.High level of visibility for both FY18 outturn and FY19 forecast based on an exceptionally strong order book of c.£30m and a further pipeline of £50m+.,2
13785,Project Skyfall is one of the leading Indian Independent freight forwarders integrating cargo transportation| safety| distribution| inventory control and logistic services to provide customers with hassle free movement. •	Operates an Asset light| Pure play and scalable Air Freight Forwarding business•	Has emerged as one of the most preferred companies for Domestic Air Transport •	Caters to a varied client mix of ~ 250 + Clients across sectors with GSA agency from Indigo and Air India•	Offers full suite of service portfolio across sector- End User Delivery| FCL Delivery| LCL Delivery| Warehouse to Warehouse Delivery and Direct Logistics•	Provides delivery solutions to various industries – From traditional cargo and courier to critical industries like Perishables| Valuable cargo and Medical to new age E-commerce business•	Market Leadership - Significant Market  share  with one of the airlines~20%; Winner - “Best Up – Coming Domestic Forwarder CompanyOn the back of its differentiated offerings and financial strength has all the growth drivers in place to reach the next level. Project Skyfall as an opportunity offers a robust growth platform to capitalize on the exponential potential of the Domestic air cargo segment in India.,Project Skyfall is one of the leading Indian Independent freight forwarders integrating cargo transportation| safety| distribution| inventory control and logistic services to provide customers with hassle free movement. •	Operates an Asset light| Pure play and scalable Air Freight Forwarding business•	Has emerged as one of the most preferred companies for Domestic Air Transport •	Caters to a varied client mix of ~ 250 + Clients across sectors with GSA agency from Indigo and Air India•	Offers full suite of service portfolio across sector- End User Delivery| FCL Delivery| LCL Delivery| Warehouse to Warehouse Delivery and Direct Logistics•	Provides delivery solutions to various industries – From traditional cargo and courier to critical industries like Perishables| Valuable cargo and Medical to new age E-commerce business•	Market Leadership - Significant Market share with one of the airlines~20%; Winner - “Best Up – Coming Domestic Forwarder Company,2
13784,Oceanlite  is one of the largest marine port services company providing offshore support and mooring services (SPM) in India & Middle East region. It is the market leader in SPM O&M services in India. With long term contracts from NOCs and a young fleet size of 19 (average age of 6.6 years) it has healthy financials (Revenues of $50 Mn) with high profitability (EBITDA margin of 45%). The management is looking for based strategic investors (preferably from Middle East region) and shall be open to a majority stake sale as well for the right investor.,Oceanlite is one of the largest marine port services company providing offshore support and mooring services (SPM) in India & Middle East region. It is the market leader in SPM O&M services in India. With long term contracts from NOCs and a young fleet size of 19 (average age of 6.6 years) it has healthy financials (Revenues of $50 Mn) with high profitability (EBITDA margin of 45%). The management is looking for based strategic investors (preferably from Middle East region) and shall be open to a majority stake sale as well for the right investor.,2
13781,Belgium based| with US$ 20M in revenue and EBITDA margin of 20%| the company develops computational fluid dynamics (CFD) software for the simulation| design| and optimization of fluid flow and heat transfer. They offer proprietary design and optimization software tools for rotating machinery configurations| such as turbines| pumps| fans| wind-turbines| and propellers.It serves product developers| designers| and research engineers in aerospace| automotive| hydro-engineering| marine| power and propulsion| and wind energy industries. They have around 110 employees.,Belgium based| with US$ 20M in revenue and EBITDA margin of 20%| the company develops computational fluid dynamics (CFD) software for the simulation| design| and optimization of fluid flow and heat transfer. They offer proprietary design and optimization software tools for rotating machinery configurations| such as turbines| pumps| fans| wind-turbines| and propellers.It serves product developers| designers| and research engineers in aerospace|automotive| hydro-engineering| marine| power and propulsion| and wind energy industries. They have around 110 employees.,2
13775,Chile-based| with US$ 104M revenue and EBITDA of US$ 24M| this company delivers integrated waste management and public area management solutions. It has a diversified customer base mainly with multi-year contracts. They also provide other services such as urban park construction| hanging garden maintenance| installation of urban furniture| removal of industrial waste| and street sweeping.They have diversified pool of contracts with maturities between 2 and 18 years. The company has a low turnover of employees and healthy relations with the trade union. The company has qualified staff with ongoing training programs.,Chile-based| with US$ 104M revenue and EBITDA of US$ 24M| this company delivers integrated waste management and public area management solutions. It has a diversified customer base mainly with multi-year contracts. They also provide other services such as urban park construction| hanging garden maintenance| installation of urban furniture| removal of industrial waste| and street sweeping.They have diversified pool of contracts with maturities between 2 and 18 years. The company has a low turnover of employees and healthy relations with the trade union. The company has qualified staff with ongoing training programs.,2
